run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.training_mean_squared_error,metrics.training_r2_score,metrics.training_root_mean_squared_error,metrics.training_mean_absolute_error,metrics.training_score,params.min_samples_leaf,params.criterion,params.oob_score,params.monotonic_cst,params.ccp_alpha,params.min_samples_split,params.n_jobs,params.min_impurity_decrease,params.bootstrap,params.max_depth,params.max_leaf_nodes,params.max_features,params.max_samples,params.n_estimators,params.random_state,params.min_weight_fraction_leaf,params.verbose,params.warm_start,tags.estimator_class,tags.mlflow.runName,tags.mlflow.source.name,tags.mlflow.source.type,tags.estimator_name,tags.mlflow.user
72d670d863434af2a7d1ce00c1c0cecc,1,FINISHED,/content/mlruns/1/72d670d863434af2a7d1ce00c1c0cecc/artifacts,2026-07-27 18:01:19.623000+00:00,2026-07-27 18:01:49.744000+00:00,43463.37186795597,0.28630713177405176,208.47870842835718,39.53673442317152,0.28630713177405176,1,squared_error,False,None,0.0,2,-1,0.0,True,None,None,1.0,None,100,42,0.0,0,False,sklearn.ensemble._forest.RandomForestRegressor,RandomForest_Base_Model,fileId=1KGCx9oxiBYP5H8bOi1WeM9IY6lZNlEWu,NOTEBOOK,RandomForestRegressor,root
413d74e8d80c4ea79c279ba06f4721ae,1,FINISHED,/content/mlruns/1/413d74e8d80c4ea79c279ba06f4721ae/artifacts,2026-07-27 17:52:39.134000+00:00,2026-07-27 17:53:16.518000+00:00,43463.37186795597,0.28630713177405176,208.47870842835718,39.53673442317152,0.28630713177405176,1,squared_error,False,None,0.0,2,-1,0.0,True,None,None,1.0,None,100,42,0.0,0,False,sklearn.ensemble._forest.RandomForestRegressor,RandomForest_Base_Model,fileId=1KGCx9oxiBYP5H8bOi1WeM9IY6lZNlEWu,NOTEBOOK,RandomForestRegressor,root
